transaction_amount,transaction_hour,is_weekend,merchant_category,user_location,device_type,previous_transaction_gap,transaction_velocity,failed_login_attempts,account_age_days,ip_risk_score,geo_mismatch_flag,unusual_device_flag,is_fraud
2991.51,18,0,food,Bhubaneswar,mobile,19.88,2,1,177,7.77,0,0,0
4260.52,10,0,electronics,Hyderabad,mobile,71.61,3,0,161,55.55,1,0,0
2445.46,21,0,food,Hyderabad,web,40.51,0,1,2993,21.64,0,0,0
4426.41,14,0,grocery,Hyderabad,mobile,52.9,2,0,3145,34.77,0,0,0
2427.38,13,0,fuel,Bhubaneswar,web,10.94,1,0,2712,17.85,0,0,0
5989.9,22,0,food,Hyderabad,mobile,252.18,1,0,1341,17.7,0,0,0
2620.3,3,0,gaming,Hyderabad,mobile,0.07,2,0,3263,8.99,0,0,0
426.96,12,0,food,Mumbai,mobile,345.9,1,0,429,17.36,0,0,0
1440.6,7,0,gaming,Mumbai,mobile,8.89,1,0,1619,26.84,0,0,0
3405.5,14,0,electronics,Mumbai,mobile,184.88,0,0,190,24.17,0,1,0
9398.97,1,0,electronics,Pune,web,35.43,2,2,53,30.45,0,0,0
5840.32,19,0,fashion,Hyderabad,tablet,24.31,3,0,3129,68.07,0,0,0
328.2,20,0,electronics,Chennai,web,17.97,4,0,2653,25.84,0,0,0
877.76,2,1,food,Chennai,mobile,78.87,3,0,3104,9.36,0,0,0
7030.71,3,0,gift_card,Hyderabad,mobile,178.11,2,0,1976,33.11,0,0,0
5168.79,4,0,grocery,Delhi,tablet,50.99,2,0,1816,8.53,0,0,0
12609.15,4,1,fuel,Kolkata,mobile,5.41,3,0,3045,16.77,0,0,0
2352.19,12,0,electronics,Delhi,mobile,29.55,0,1,361,20.94,0,0,0
1673.4,19,0,fashion,Chennai,mobile,58.65,1,0,2677,21.79,0,0,0
3539.09,11,1,grocery,Chennai,web,25.97,3,0,1163,52.15,0,0,0
2316.89,22,1,grocery,Bangalore,mobile,108.24,1,0,325,43.98,0,0,0
6611.98,1,0,gaming,Hyderabad,web,294.37,7,0,20,40.05,0,0,0
2255.33,15,0,grocery,Bangalore,mobile,56.51,0,0,3094,46.3,0,0,0
2739.05,20,0,fashion,Delhi,web,17.98,2,0,1120,38.98,1,0,0
1481.99,2,0,fashion,Mumbai,mobile,85.34,1,0,1940,26.0,0,0,0
5586.62,19,1,travel,Kolkata,mobile,12.05,3,0,703,34.65,0,0,0
1564.12,2,0,food,Bangalore,mobile,6.98,4,0,1610,61.54,0,0,0
4482.75,10,0,food,Kolkata,mobile,152.89,1,0,1359,32.31,0,0,0
10411.53,5,1,travel,Bangalore,mobile,26.65,1,0,1615,41.59,0,0,0
609.36,13,1,electronics,Bhubaneswar,mobile,9.2,0,0,755,49.16,0,0,0
8545.45,3,0,electronics,Bhubaneswar,web,88.03,3,0,754,49.91,0,0,0
4096.62,1,0,grocery,Kolkata,web,56.14,1,1,935,14.77,0,0,0
1282.59,14,0,fashion,Bhubaneswar,web,60.58,1,1,3226,41.5,0,0,0
3636.28,7,1,grocery,Kolkata,mobile,314.34,1,0,1845,12.02,0,0,0
5479.55,11,1,gaming,Hyderabad,tablet,45.02,5,0,1663,23.85,0,0,0
1766.82,13,1,grocery,Bangalore,mobile,59.47,1,1,1979,25.42,0,0,0
4657.95,17,0,electronics,Bhubaneswar,mobile,23.6,1,0,875,16.93,0,0,0
8998.34,13,1,electronics,Delhi,mobile,202.12,2,0,2241,24.97,0,0,0
2253.07,3,0,grocery,Bhubaneswar,mobile,68.14,1,0,873,25.66,0,0,0
1466.6,17,0,food,Mumbai,web,357.25,2,1,470,8.98,0,0,0
3060.05,12,0,grocery,Chennai,web,147.71,3,0,2660,16.49,0,0,0
3498.91,16,0,fuel,Mumbai,tablet,21.2,3,0,260,41.67,0,0,0
6833.19,0,0,fashion,Bangalore,web,122.01,1,0,857,8.91,1,0,0
2986.2,15,1,gift_card,Bangalore,mobile,91.12,3,0,585,28.28,0,0,0
2415.73,6,0,fuel,Pune,mobile,1.61,2,0,2885,37.74,0,0,0
1434.99,22,0,travel,Pune,web,79.48,1,0,1135,10.76,1,0,0
712.26,7,0,gaming,Mumbai,mobile,179.07,4,2,2387,42.36,0,0,0
1081.3,18,1,gift_card,Mumbai,mobile,101.07,2,0,3400,31.13,0,0,0
1075.4,13,0,food,Hyderabad,mobile,306.54,2,0,1011,22.28,0,0,0
2761.17,19,0,fashion,Mumbai,mobile,172.19,2,0,500,59.76,0,0,0
853.31,18,0,grocery,Chennai,tablet,266.91,4,0,2191,5.15,1,0,0
3228.24,17,0,fuel,Pune,mobile,122.04,1,0,3250,21.06,0,1,0
10266.69,21,1,gaming,Bangalore,mobile,23.55,4,1,1653,4.95,0,0,0
6961.78,18,0,electronics,Bangalore,mobile,7.4,1,0,2625,16.08,0,0,0
2741.16,13,1,electronics,Delhi,mobile,0.93,2,0,1864,30.02,0,1,0
14493.42,3,1,gaming,Chennai,mobile,621.13,1,3,861,45.53,1,0,0
3507.75,16,1,grocery,Kolkata,tablet,65.96,1,2,3247,52.22,0,0,0
3871.07,10,1,grocery,Bangalore,web,152.94,2,1,611,15.28,0,0,0
3017.34,23,1,gaming,Delhi,mobile,65.74,1,0,3215,10.65,0,0,0
3280.09,17,0,food,Chennai,mobile,13.22,1,0,2781,46.95,0,0,0
2192.93,12,0,fashion,Mumbai,mobile,73.2,1,0,3525,17.41,0,0,0
2771.14,8,0,gift_card,Bhubaneswar,mobile,145.1,6,0,955,22.51,0,1,0
8581.92,6,0,grocery,Bangalore,mobile,152.98,1,0,1728,4.79,0,0,0
7450.5,6,0,food,Mumbai,mobile,210.28,1,0,3331,29.19,0,0,0
405.42,0,0,travel,Hyderabad,mobile,63.11,4,0,1241,22.8,0,1,0
951.14,1,0,food,Delhi,mobile,196.16,0,3,1946,36.65,0,0,0
1787.18,20,1,grocery,Pune,mobile,94.91,5,2,3524,15.37,0,0,0
6226.35,10,0,fashion,Hyderabad,mobile,24.3,2,0,2907,15.21,0,0,0
7557.52,2,1,fuel,Mumbai,mobile,185.95,0,0,2416,16.38,0,0,0
5465.61,7,1,gift_card,Kolkata,mobile,56.97,1,0,3508,18.32,0,0,0
1277.98,10,0,grocery,Delhi,web,78.09,1,0,761,37.29,0,0,0
2228.1,3,0,gift_card,Chennai,mobile,232.63,3,0,2488,8.34,1,0,0
4712.91,21,0,electronics,Mumbai,mobile,102.49,3,0,3241,20.89,0,0,0
2802.95,20,0,food,Bangalore,mobile,378.35,1,0,2078,57.35,0,0,0
2519.94,22,0,food,Bhubaneswar,mobile,40.3,1,0,231,32.53,1,0,0
2548.17,17,0,grocery,Bangalore,mobile,211.94,1,1,1158,28.09,0,0,0
7093.56,3,0,fashion,Chennai,mobile,85.51,0,0,445,20.97,0,0,0
5039.84,14,1,fashion,Mumbai,web,8.79,1,0,765,20.73,0,0,0
2654.79,17,0,fashion,Bangalore,mobile,32.87,3,0,35,36.77,0,0,0
4227.56,19,0,grocery,Bhubaneswar,web,182.7,1,0,3566,51.39,0,0,0
1126.79,8,1,gaming,Mumbai,mobile,207.18,6,0,923,28.89,0,0,0
2231.46,8,1,grocery,Chennai,tablet,94.08,0,1,2741,23.93,0,0,0
6656.37,14,0,food,Mumbai,mobile,7.68,0,1,821,30.52,0,0,0
801.64,5,0,electronics,Hyderabad,web,121.4,2,0,2213,33.87,0,0,0
5081.55,5,0,grocery,Pune,mobile,122.35,1,0,3450,10.6,1,0,0
400.31,1,1,fuel,Pune,mobile,66.74,2,0,1320,23.13,0,0,0
9497.05,11,0,gaming,Bangalore,web,39.06,5,0,1709,29.48,0,0,0
2190.16,18,0,fashion,Chennai,web,201.4,1,0,149,40.45,0,0,0
4440.27,16,1,fuel,Pune,mobile,203.69,5,1,1623,12.9,0,0,0
3648.82,15,0,fuel,Mumbai,web,146.73,1,0,1956,10.66,0,0,0
3743.35,12,0,food,Bangalore,mobile,234.58,0,0,387,45.25,0,0,0
4175.24,1,0,electronics,Bhubaneswar,mobile,354.62,3,0,2075,58.98,0,0,0
664.99,21,0,food,Bangalore,mobile,6.88,5,0,2020,20.52,1,0,0
3797.96,3,0,gift_card,Mumbai,mobile,41.12,1,2,2712,16.81,1,0,0
2927.54,9,0,grocery,Bangalore,mobile,118.04,1,1,936,47.81,0,0,0
2199.72,18,1,travel,Bhubaneswar,mobile,16.15,2,0,3102,16.27,0,0,0
1786.39,13,0,food,Bangalore,tablet,157.56,3,1,3180,44.19,0,0,0
3865.02,4,0,grocery,Kolkata,mobile,463.02,1,1,1607,14.57,0,0,0
1482.55,10,0,electronics,Bhubaneswar,web,52.14,3,2,2158,28.56,0,0,0
6579.66,11,0,fashion,Delhi,mobile,36.38,2,0,492,9.67,0,0,0
4661.4,8,0,travel,Bhubaneswar,mobile,272.58,2,0,1649,19.92,1,0,0
4029.8,4,0,fuel,Delhi,mobile,92.01,1,0,2813,40.0,0,0,0
6402.41,14,0,travel,Hyderabad,mobile,136.59,5,0,1913,11.43,0,0,0
561.69,21,0,electronics,Pune,web,222.14,1,0,1904,38.92,0,0,0
1093.34,4,1,gift_card,Kolkata,mobile,125.87,4,0,3354,30.97,0,1,1
4800.61,8,0,food,Delhi,mobile,102.66,3,1,2922,49.46,0,0,0
1872.57,14,1,food,Delhi,mobile,335.28,6,2,2723,47.63,0,0,0
2069.33,22,1,grocery,Chennai,mobile,10.86,3,0,1410,32.58,0,0,0
952.05,4,0,fashion,Bangalore,mobile,317.54,3,1,11,64.48,0,0,0
1486.12,11,0,fashion,Hyderabad,mobile,30.77,0,0,969,14.41,0,0,0
6674.36,22,0,gaming,Delhi,mobile,0.32,2,1,3608,17.01,0,0,0
4725.08,17,0,grocery,Chennai,web,47.29,3,0,471,57.82,0,1,0
3835.37,23,1,fashion,Delhi,mobile,46.25,3,0,3213,6.13,0,0,0
2133.86,6,0,fuel,Bangalore,mobile,64.31,2,0,1867,48.09,0,0,0
3669.08,17,0,food,Bangalore,web,180.0,1,1,3430,7.64,0,0,0
7052.94,2,0,fashion,Kolkata,mobile,89.44,5,1,3094,20.24,0,0,1
1910.41,23,0,fashion,Bhubaneswar,web,26.66,1,1,1935,17.14,0,0,0
3274.69,12,0,grocery,Hyderabad,web,7.22,1,0,1902,30.04,0,0,0
9867.26,20,0,fashion,Kolkata,web,6.89,3,0,88,11.97,0,0,0
5418.4,17,1,food,Delhi,mobile,87.75,0,0,2700,14.89,0,0,0
2157.88,9,1,gift_card,Chennai,mobile,39.31,2,0,2789,23.45,0,0,0
5132.92,6,0,fuel,Pune,web,14.37,2,0,2549,31.73,0,0,0
788.85,17,0,fashion,Bangalore,web,60.69,3,0,2798,21.19,0,0,0
3180.25,18,1,travel,Hyderabad,mobile,40.28,4,0,5,42.3,0,0,0
5129.21,0,1,grocery,Hyderabad,mobile,25.77,1,2,2647,8.35,0,0,0
4384.42,8,0,fuel,Mumbai,mobile,336.96,1,1,2318,28.15,0,0,0
5096.39,20,1,fuel,Bangalore,mobile,170.99,1,0,23,40.77,0,1,0
5856.39,15,0,fashion,Hyderabad,tablet,109.43,1,0,1547,10.84,0,1,0
4620.48,16,1,fuel,Delhi,mobile,7.03,2,0,948,26.44,0,0,0
4531.16,17,0,gaming,Kolkata,mobile,233.11,0,0,474,29.41,0,0,0
3897.08,8,1,food,Mumbai,mobile,236.96,2,0,446,14.01,0,0,0
1340.95,13,0,fashion,Chennai,mobile,32.64,2,0,741,21.37,0,0,0
6672.46,23,0,grocery,Bangalore,web,142.06,2,0,1517,15.97,0,0,0
3263.66,16,0,food,Pune,mobile,129.56,1,0,1889,8.22,0,0,0
5330.1,9,1,grocery,Mumbai,web,18.98,0,0,2887,25.72,0,0,0
6236.02,9,1,grocery,Delhi,tablet,25.81,2,0,3627,24.96,0,0,0
2243.98,21,0,grocery,Chennai,mobile,152.35,2,0,2194,2.1,0,0,0
2400.73,20,0,fashion,Pune,tablet,197.0,2,1,2579,10.9,0,0,0
2655.57,18,0,grocery,Delhi,tablet,58.03,2,1,905,23.96,0,0,0
7491.02,19,0,electronics,Bangalore,mobile,110.52,3,1,1117,31.44,0,0,0
1605.18,9,0,grocery,Pune,mobile,207.44,1,1,1110,30.21,0,0,0
8322.58,21,0,food,Bhubaneswar,web,181.98,2,2,2055,41.43,0,0,0
3866.93,12,0,grocery,Bhubaneswar,mobile,200.21,5,1,2489,60.1,0,0,0
4060.47,11,0,food,Hyderabad,mobile,28.21,2,0,430,10.37,0,0,0
6057.06,11,0,fashion,Kolkata,tablet,41.12,2,0,1835,23.17,0,0,0
3566.45,23,1,gift_card,Mumbai,mobile,7.53,4,0,3515,22.11,0,0,0
6720.47,7,0,gift_card,Kolkata,tablet,115.98,3,0,3302,44.2,0,0,0
2241.65,3,0,electronics,Bhubaneswar,mobile,114.42,4,0,2129,21.05,0,0,0
8154.31,20,1,gift_card,Hyderabad,web,17.69,3,1,1393,49.88,0,0,0
2379.16,23,0,food,Bhubaneswar,mobile,153.08,2,0,2994,35.5,1,0,0
8351.46,2,0,fashion,Delhi,web,209.6,2,2,35,17.04,0,0,0
2428.96,23,0,grocery,Kolkata,mobile,24.68,1,0,2307,39.3,0,1,0
2713.57,14,0,gift_card,Bangalore,mobile,9.96,1,0,1881,67.11,0,0,0
1446.12,12,0,electronics,Pune,mobile,118.09,1,1,1604,26.17,0,0,0
1803.4,6,1,grocery,Delhi,tablet,285.73,3,0,321,40.08,0,0,0
3275.42,7,0,electronics,Chennai,mobile,8.83,5,1,2246,10.11,0,0,0
3969.54,17,0,electronics,Delhi,web,198.45,2,1,707,7.33,0,0,0
6408.58,0,0,fuel,Delhi,mobile,213.03,2,3,2635,52.09,1,1,0
2860.74,11,1,gaming,Hyderabad,web,88.77,3,0,3042,6.39,0,0,0
4390.92,9,0,food,Chennai,mobile,52.61,5,0,1089,4.36,0,0,0
3786.2,13,0,fashion,Mumbai,web,171.65,5,0,702,46.79,0,0,0
4722.4,17,0,grocery,Chennai,mobile,97.95,1,0,3424,34.02,0,0,0
2023.0,10,0,food,Bangalore,mobile,13.99,4,0,2642,48.66,0,0,0
2216.01,4,1,fashion,Pune,mobile,7.71,1,0,150,36.88,0,0,0
2023.62,8,0,fuel,Kolkata,mobile,63.22,2,0,764,44.54,0,0,0
7214.39,23,0,electronics,Kolkata,mobile,76.05,3,0,469,59.37,0,0,0
8203.96,22,0,food,Pune,mobile,145.64,1,0,1847,31.22,0,0,0
2142.76,19,0,fashion,Delhi,mobile,111.46,4,0,2243,19.26,0,1,0
2176.69,11,0,electronics,Bangalore,mobile,239.21,3,0,1103,10.86,0,0,0
5169.28,15,0,grocery,Mumbai,web,165.85,1,0,3359,7.33,0,0,0
8783.42,10,1,food,Kolkata,mobile,15.45,2,0,408,19.75,0,0,0
9994.27,2,1,travel,Chennai,mobile,7.84,4,1,1874,16.09,0,0,0
2067.07,19,1,electronics,Kolkata,web,63.51,1,1,2763,53.47,0,0,0
2493.88,14,0,gaming,Bhubaneswar,mobile,333.67,2,0,1300,47.61,0,0,0
4113.19,7,1,fashion,Hyderabad,web,231.86,2,0,1987,12.91,1,0,0
4251.46,23,0,fashion,Delhi,mobile,193.51,0,0,1894,32.59,0,0,0
2943.36,5,0,fashion,Kolkata,mobile,96.53,3,0,3114,40.92,0,0,0
1754.32,11,0,grocery,Bhubaneswar,mobile,39.4,1,1,3592,43.73,1,0,0
3279.19,19,0,travel,Chennai,mobile,130.93,1,1,1560,48.22,0,0,0
9987.56,2,0,food,Kolkata,mobile,1.36,2,0,1555,14.92,0,0,1
2241.04,7,1,fashion,Delhi,mobile,83.2,1,0,3216,48.26,0,0,0
3940.95,17,0,fashion,Bangalore,mobile,11.11,3,1,3344,21.42,0,0,0
14192.97,7,0,electronics,Delhi,mobile,81.08,1,0,1911,20.55,0,0,0
2216.24,20,1,fuel,Mumbai,web,100.37,2,0,2824,3.09,1,1,0
5331.41,8,0,travel,Bhubaneswar,web,358.4,3,0,1741,24.11,1,0,0
10255.05,15,1,grocery,Delhi,mobile,71.91,2,1,3481,29.07,0,0,0
5031.96,9,1,food,Hyderabad,mobile,34.54,3,0,622,12.07,0,0,0
6890.63,14,0,grocery,Bhubaneswar,web,47.1,0,0,1774,18.88,0,0,0
5808.65,7,0,gaming,Chennai,web,57.01,2,0,1090,24.41,1,0,0
4768.29,14,1,grocery,Mumbai,mobile,40.3,2,0,1509,28.75,0,0,0
8034.16,18,0,travel,Bhubaneswar,mobile,290.75,1,2,2082,54.76,0,0,0
5221.17,3,0,fuel,Mumbai,web,3.63,2,0,1773,12.55,0,0,0
2965.54,11,1,gaming,Delhi,web,4.34,0,0,2595,25.63,0,0,0
3733.88,8,0,food,Kolkata,mobile,14.95,2,1,1015,44.62,0,0,0
4350.66,5,1,food,Kolkata,mobile,55.01,1,0,3248,21.26,0,0,0
2482.53,14,0,grocery,Delhi,mobile,77.81,0,1,1583,59.91,0,0,0
3852.22,18,0,travel,Mumbai,mobile,36.8,0,1,92,22.29,0,1,0
3475.5,23,1,fashion,Hyderabad,web,59.94,1,0,1381,73.21,0,0,0
5210.53,0,1,fashion,Bhubaneswar,mobile,61.27,1,0,3206,46.48,0,0,0
11981.79,8,0,food,Hyderabad,mobile,95.07,1,0,33,8.94,0,0,0
4011.37,10,1,travel,Chennai,mobile,41.32,0,1,1020,20.62,0,0,0
8923.93,11,0,food,Delhi,mobile,7.78,2,0,1650,14.13,0,0,0
5087.66,17,0,fashion,Chennai,mobile,165.5,3,0,2880,56.77,0,1,0
3840.13,11,0,grocery,Pune,web,158.56,5,0,424,16.77,0,0,0
2377.34,20,0,electronics,Delhi,mobile,27.69,5,0,1505,43.35,0,0,0
3860.28,15,0,fashion,Delhi,mobile,355.7,1,0,1202,50.79,0,0,0
3697.73,13,1,travel,Bhubaneswar,web,93.23,3,0,1941,7.21,0,0,0
1915.57,2,0,food,Bangalore,mobile,179.13,2,1,1864,34.34,0,0,0
2164.38,0,1,fashion,Kolkata,mobile,401.31,1,0,921,12.34,0,0,0
4375.66,20,0,travel,Hyderabad,mobile,0.23,3,0,838,28.53,0,0,0
8867.78,6,0,electronics,Hyderabad,web,46.15,2,0,2554,36.18,0,0,0
3200.88,17,0,grocery,Bangalore,mobile,87.11,2,0,3528,55.61,0,1,0
908.84,1,1,grocery,Bhubaneswar,mobile,32.11,2,0,1305,6.7,0,0,0
334.67,10,0,gaming,Bangalore,web,107.62,3,1,2356,39.14,1,0,0
1422.29,2,0,gaming,Kolkata,web,29.48,4,0,314,61.27,0,0,0
5420.44,9,1,fashion,Bhubaneswar,web,129.98,0,0,1471,15.11,0,0,0
1092.49,12,1,grocery,Hyderabad,mobile,31.55,1,0,2143,32.25,0,0,0
5994.72,23,0,fuel,Pune,mobile,266.24,1,0,469,23.0,0,0,0
5226.09,21,1,fashion,Kolkata,web,56.37,1,0,2864,44.46,0,0,0
3121.95,18,0,travel,Mumbai,mobile,222.96,3,2,2307,4.08,0,0,0
1929.49,18,1,grocery,Delhi,mobile,87.55,7,0,2709,52.79,0,0,0
2800.97,9,0,fashion,Delhi,mobile,55.05,0,1,769,26.78,0,0,0
4302.29,22,1,grocery,Kolkata,mobile,193.09,0,1,3434,28.33,0,0,0
1126.28,12,1,electronics,Pune,mobile,555.67,1,0,552,10.26,0,0,0
8308.12,2,0,electronics,Kolkata,mobile,27.45,3,1,299,35.2,0,0,0
4275.29,1,0,travel,Bangalore,mobile,159.82,0,0,1103,30.71,0,0,0
4613.1,20,0,electronics,Hyderabad,mobile,129.17,3,0,3404,58.57,0,0,0
5201.44,7,0,food,Hyderabad,mobile,261.67,3,3,797,42.38,0,0,0
7803.31,15,0,fuel,Bhubaneswar,mobile,256.39,5,0,3337,18.47,0,0,0
3866.84,16,0,electronics,Bangalore,tablet,119.26,4,2,2594,39.84,0,0,0
5422.63,16,1,grocery,Chennai,mobile,44.53,2,0,2227,27.63,0,1,0
1955.97,16,0,gaming,Mumbai,mobile,62.44,2,0,2370,39.57,0,0,0
10020.05,19,0,fashion,Chennai,web,393.25,2,0,181,32.63,0,0,0
3684.99,23,0,food,Bangalore,mobile,172.62,0,1,1475,26.25,0,0,0
1948.0,7,0,grocery,Pune,mobile,55.48,3,1,1506,6.25,0,0,0
2377.83,5,0,fuel,Delhi,mobile,66.51,3,1,3283,5.95,0,0,0
526.14,22,0,grocery,Pune,web,7.99,3,0,1204,40.17,0,0,0
2365.89,7,1,food,Kolkata,mobile,176.22,2,2,1513,19.56,1,0,0
229.27,22,0,grocery,Hyderabad,mobile,52.72,0,1,2675,46.37,0,0,0
5686.66,1,0,grocery,Pune,mobile,376.57,1,1,1375,17.81,0,0,0
4518.68,21,0,gaming,Hyderabad,mobile,9.49,0,0,1500,62.4,0,0,0
1498.85,19,1,grocery,Bhubaneswar,mobile,16.66,1,0,1056,19.29,0,0,0
3244.03,16,1,fuel,Mumbai,mobile,101.74,1,1,3412,32.56,0,0,0
3351.15,11,0,electronics,Bhubaneswar,tablet,139.47,1,0,1180,23.22,0,0,0
1240.51,0,0,fuel,Mumbai,mobile,37.07,2,1,277,21.77,0,0,0
2845.36,4,1,grocery,Mumbai,tablet,273.19,2,0,1693,20.93,0,0,0
3426.55,18,0,travel,Bhubaneswar,mobile,66.15,1,1,2882,19.17,0,0,0
2788.05,12,0,food,Mumbai,mobile,511.74,0,0,2924,6.58,1,0,0
1946.4,19,0,electronics,Bhubaneswar,mobile,23.39,1,1,2127,61.58,0,0,0
1449.66,0,0,fashion,Bhubaneswar,mobile,102.09,4,0,2709,4.87,0,0,0
2715.03,22,0,fuel,Pune,mobile,25.42,1,1,2174,41.73,0,0,0
2141.97,9,0,fashion,Bangalore,mobile,104.76,2,0,2138,43.29,0,0,0
4974.01,21,0,grocery,Kolkata,mobile,36.5,4,0,3007,46.8,0,1,0
8110.02,3,1,fashion,Mumbai,mobile,77.85,1,0,2188,53.2,0,0,0
6185.46,22,0,electronics,Kolkata,mobile,85.56,1,0,2776,24.7,0,0,0
3508.79,10,0,grocery,Mumbai,mobile,75.28,2,0,3126,56.39,0,1,0
2006.91,19,0,grocery,Kolkata,mobile,17.38,0,0,1370,53.69,0,0,0
6077.35,5,0,grocery,Bangalore,web,17.65,1,0,3452,38.63,0,0,0
5176.63,2,1,fuel,Bangalore,web,15.62,1,2,507,26.21,0,0,0
7752.71,4,1,food,Bangalore,mobile,61.6,0,0,1858,55.98,0,0,0
3869.75,11,0,food,Kolkata,mobile,76.9,0,0,2302,8.79,0,0,0
9692.61,0,0,gaming,Bangalore,web,38.7,2,0,2153,53.06,0,0,0
3870.6,12,0,grocery,Hyderabad,mobile,84.56,1,1,1957,10.77,0,0,0
1999.11,10,0,food,Bangalore,web,8.1,2,1,3604,40.73,0,0,0
2304.95,13,0,gift_card,Mumbai,web,2.48,3,0,3375,42.23,1,0,0
4816.78,13,0,fashion,Delhi,mobile,123.53,0,1,1797,54.17,0,1,0
2137.38,21,0,fuel,Pune,mobile,235.84,2,1,3427,15.42,0,0,0
9650.71,13,0,fashion,Bhubaneswar,mobile,43.63,4,0,551,32.97,0,0,0
4551.32,2,1,food,Kolkata,mobile,146.2,1,0,1453,35.68,0,0,0
3454.33,13,1,travel,Chennai,tablet,285.01,3,0,2955,26.22,0,0,0
3663.92,0,0,grocery,Hyderabad,web,66.45,2,1,1210,55.69,1,0,0
2765.96,8,1,grocery,Hyderabad,web,0.19,2,1,3130,38.32,0,0,0
700.32,21,0,gift_card,Pune,mobile,267.24,7,0,713,13.42,1,0,0
2306.29,8,0,travel,Bangalore,mobile,98.75,5,0,251,42.84,0,0,0
8907.59,18,1,fashion,Kolkata,mobile,265.65,3,1,3395,16.89,0,0,0
3942.77,5,0,food,Delhi,mobile,214.2,2,1,3607,4.86,0,0,0
6648.96,2,0,gift_card,Bhubaneswar,web,7.28,2,0,1738,41.07,0,0,0
6772.14,7,1,grocery,Kolkata,mobile,117.14,2,2,2947,31.12,0,0,0
3266.18,5,0,gift_card,Mumbai,mobile,453.76,2,0,2280,14.45,0,0,0
5233.1,8,0,grocery,Delhi,mobile,36.44,2,0,719,12.25,0,0,0
783.09,2,0,electronics,Chennai,mobile,101.2,0,1,2049,17.33,0,0,0
8456.39,14,1,electronics,Pune,web,62.83,2,1,1602,22.37,0,0,0
8025.07,12,1,grocery,Bhubaneswar,mobile,111.23,2,0,452,18.32,0,0,0
4727.28,23,0,grocery,Hyderabad,mobile,1.85,2,1,2126,21.25,0,1,0
4042.7,3,0,grocery,Mumbai,mobile,55.42,1,1,2949,11.53,0,0,0
3297.55,14,1,electronics,Hyderabad,mobile,24.43,4,1,423,34.24,0,0,0
7147.93,0,0,gift_card,Delhi,mobile,11.38,3,0,1234,16.51,0,0,0
5637.55,4,1,grocery,Pune,mobile,69.74,4,1,2125,33.65,0,0,0
2545.16,13,0,fuel,Bhubaneswar,mobile,28.55,1,0,2493,24.76,0,1,0
1290.13,9,0,travel,Bhubaneswar,mobile,67.08,4,0,2125,40.7,0,0,0
1075.86,17,0,electronics,Kolkata,tablet,167.09,0,0,3214,34.66,0,0,0
7099.62,20,0,gaming,Hyderabad,mobile,4.74,2,0,1694,21.9,1,0,0
3245.93,0,1,fashion,Mumbai,mobile,72.37,3,0,712,55.14,0,0,0
4675.01,14,0,gaming,Pune,mobile,166.85,0,0,3299,54.4,0,0,0
3552.49,2,0,gaming,Pune,mobile,198.68,5,0,2498,57.14,0,0,0
1089.37,13,0,food,Mumbai,mobile,238.21,0,1,1205,12.4,0,0,0
801.68,22,0,gaming,Hyderabad,mobile,75.67,1,0,1348,32.84,0,0,0
2413.29,11,1,fashion,Chennai,mobile,213.38,4,0,1782,41.73,0,0,0
2573.44,6,0,electronics,Hyderabad,mobile,18.26,2,2,1457,32.09,0,1,0
2572.19,19,0,grocery,Bhubaneswar,mobile,72.55,1,0,2157,11.77,1,0,0
2629.46,13,0,food,Pune,tablet,73.13,2,1,3287,49.94,0,0,0
11492.06,18,1,grocery,Pune,mobile,36.36,2,0,1214,25.94,0,0,0
6584.0,3,1,grocery,Kolkata,mobile,86.95,0,0,2691,30.51,0,0,0
3982.12,19,1,fashion,Mumbai,mobile,66.54,1,1,791,31.23,0,0,0
3186.97,12,0,grocery,Bhubaneswar,web,93.58,4,0,2264,34.56,1,0,0
3269.29,13,1,fashion,Kolkata,mobile,178.22,3,2,2768,18.05,0,0,0
5503.0,7,0,food,Bhubaneswar,mobile,219.79,3,0,295,34.47,0,0,0
3165.38,17,0,fashion,Kolkata,mobile,43.22,2,1,1403,21.79,0,0,0
6154.83,4,0,food,Hyderabad,mobile,349.38,3,1,2714,30.06,0,0,0
4286.17,20,0,grocery,Kolkata,mobile,34.97,4,0,197,27.95,0,1,0
11557.09,10,1,travel,Chennai,mobile,283.25,1,1,642,21.53,0,0,0
3028.27,20,0,grocery,Bhubaneswar,web,86.32,0,0,1453,26.31,1,0,0
6888.57,23,0,grocery,Bangalore,mobile,574.69,0,1,1280,24.17,0,0,0
1396.56,8,1,fashion,Bangalore,mobile,195.75,2,1,1962,42.65,0,0,0
2047.59,0,1,electronics,Kolkata,web,54.81,3,0,440,19.03,0,0,0
10607.38,5,0,grocery,Hyderabad,mobile,89.18,4,0,3084,50.25,0,0,0
5986.08,7,1,food,Delhi,mobile,60.96,1,0,1639,17.34,0,0,0
4732.38,0,1,food,Pune,web,80.75,2,0,1357,6.77,0,0,0
13413.91,3,0,grocery,Hyderabad,mobile,577.67,2,1,3513,28.59,0,0,0
3220.28,12,0,gaming,Bhubaneswar,mobile,49.12,2,0,2642,9.75,0,0,0
6878.03,11,0,fashion,Bangalore,mobile,254.48,5,1,3229,53.4,0,0,0
7206.26,23,0,grocery,Pune,mobile,76.94,3,0,2405,74.26,0,0,0
9190.56,23,0,fashion,Delhi,mobile,369.36,1,1,2340,52.92,0,1,0
